scan_id,frame_index,sequence_id,scan_chunk,environment_type,object_count_total,object_count_human,object_count_forklift,object_count_pallet,object_count_vehicle_platform,nearest_object_distance_m,nearest_human_distance_m,average_obstacle_distance_m,obstacle_density,left_clearance_m,right_clearance_m,front_clearance_m,free_space_ratio,clutter_score,occlusion_proxy,bbox_volume_mean,bbox_volume_max,object_speed_proxy,path_blockage_score,congestion_score,future_window_observed_frames,future_min_nearest_object_distance_m,future_min_front_clearance_m,future_max_path_blockage_score,future_max_congestion_score,future_max_object_count_forklift,unsafe_clearance_label,congestion_risk_label,obstacle_proximity_risk,future_outcome_severity_score,risk_level,risk_label,split
001334,1334,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9685,25.0,5.5898,0.1042,0.1312,0.5032,2.7258,0.6458,0.4061,0.0,2.7627,4.0862,0.0019,0.2183,0.3439,10,4.9603,2.6525,0.2232,0.3491,0.0,1,0,0.2076,0.3028,0,0,test
001335,1335,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9684,25.0,5.5899,0.1042,1.5364,0.2707,2.6964,0.6458,0.405,0.0,2.7627,4.0862,0.0008,0.2202,0.345,10,4.9582,2.6525,0.2232,0.3506,0.0,1,0,0.2084,0.3045,0,0,test
001336,1336,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9648,25.0,5.5871,0.1042,0.142,0.3438,2.7074,0.625,0.4061,0.0,2.7627,4.0862,0.0043,0.2195,0.3489,10,4.9573,2.6495,0.2234,0.3506,0.0,1,0,0.2087,0.3063,0,0,test
001337,1337,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9736,25.0,5.5925,0.1042,0.1294,0.4988,2.7341,0.625,0.4028,0.0,2.7627,4.0862,0.016,0.2177,0.3471,10,4.9567,2.6495,0.2234,0.3506,0.0,1,0,0.209,0.3064,0,0,test
001338,1338,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9706,25.0,5.59,0.1042,0.2422,0.3404,2.7259,0.6354,0.4045,0.0,2.7627,4.0862,0.0036,0.2183,0.3457,10,4.955,2.6495,0.2234,0.3506,0.0,1,0,0.2096,0.3066,0,0,test
001339,1339,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9691,25.0,5.5886,0.1042,0.1333,0.2715,2.7089,0.6354,0.4058,0.0,2.7627,4.0862,0.0021,0.2194,0.3467,10,4.9534,2.6495,0.2234,0.3506,0.0,1,0,0.2102,0.3068,0,0,test
001340,1340,warehouse_main,warehouse_main_chunk_0026,warehouse_aisle,2,0,0,1,1,4.9666,25.0,5.5861,0.1042,0.0414,0.3424,2.7184,0.625,0.4063,0.0,2.7627,4.0862,0.0028,0.2188,0.3485,9,4.9534,2.6495,0.2234,0.3506,0.0,1,0,0.2102,0.3068,0,0,test
001350,1350,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9514,25.0,5.5731,0.1042,0.3189,0.2233,2.6989,0.625,0.4045,0.0,2.7627,4.0862,0.0,0.2201,0.3489,10,4.9457,2.6937,0.2204,0.3504,0.0,1,0,0.2132,0.2828,0,0,train
001351,1351,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9499,25.0,5.5719,0.1042,0.1005,0.3476,2.7062,0.6458,0.4047,0.0,2.7627,4.0862,0.0019,0.2196,0.3445,10,4.9457,2.6937,0.2204,0.3511,0.0,1,0,0.2132,0.2835,0,0,train
001352,1352,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9486,25.0,5.5707,0.1042,0.1204,0.2229,2.7082,0.6458,0.4056,0.0,2.7627,4.0862,0.0019,0.2195,0.3446,10,4.9457,2.6556,0.223,0.3511,0.0,1,0,0.2132,0.3048,0,0,train
001353,1353,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9474,25.0,5.5701,0.1042,0.1398,0.2229,2.7082,0.625,0.4056,0.0,2.7627,4.0862,0.0024,0.2195,0.3488,10,4.9457,2.6556,0.223,0.3511,0.0,1,0,0.2132,0.3048,0,0,train
001354,1354,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9457,25.0,5.5685,0.1042,0.1205,0.3459,2.7118,0.6354,0.405,0.0,2.7627,4.0862,0.0019,0.2192,0.3464,10,4.9519,2.6556,0.223,0.3511,0.0,1,0,0.2108,0.304,0,0,train
001355,1355,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9675,25.0,5.5873,0.1042,0.1219,0.5218,2.7086,0.6354,0.406,0.0,2.7627,4.0862,0.0253,0.2194,0.3467,10,4.951,2.6556,0.223,0.3511,0.0,1,0,0.2112,0.3041,0,0,train
001356,1356,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9655,25.0,5.5853,0.1042,0.2421,0.3419,2.7236,0.625,0.4028,0.0,2.7627,4.0862,0.0023,0.2184,0.3475,10,4.9485,2.6556,0.223,0.3511,0.0,1,0,0.2121,0.3044,0,0,train
001357,1357,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9646,25.0,5.5843,0.1042,0.2863,0.35,2.7306,0.625,0.4056,0.0,2.7627,4.0862,0.0011,0.218,0.3478,10,4.9471,2.6556,0.223,0.3511,0.0,1,0,0.2127,0.3046,0,0,train
001358,1358,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9635,25.0,5.5836,0.1042,0.1312,0.0117,2.7276,0.6354,0.4093,0.0,2.7627,4.0862,0.0014,0.2182,0.3466,10,4.9454,2.6556,0.223,0.3511,0.0,1,0,0.2133,0.3048,0,0,train
001359,1359,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9615,25.0,5.5821,0.1042,0.2756,0.3491,2.6937,0.6354,0.4212,0.0,2.7627,4.0862,0.0033,0.2204,0.3504,10,4.9441,2.6556,0.223,0.3511,0.0,1,0,0.2138,0.3049,0,0,train
001360,1360,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9595,25.0,5.5803,0.1042,0.1413,0.3448,2.7072,0.6354,0.4236,0.0,2.7627,4.0862,0.002,0.2195,0.3503,10,4.9426,2.6556,0.223,0.3511,0.0,1,0,0.2144,0.3051,0,0,train
001361,1361,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9585,25.0,5.5794,0.1042,0.3275,0.4991,2.727,0.625,0.4212,0.0,2.7627,4.0862,0.001,0.2182,0.3511,10,4.9426,2.6556,0.223,0.3506,0.0,1,0,0.2144,0.3046,0,0,train
001362,1362,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9549,25.0,5.5764,0.1042,0.276,0.3482,2.6556,0.6458,0.4243,0.0,2.7627,4.0862,0.0048,0.223,0.3506,10,4.9426,2.6557,0.223,0.3501,0.0,1,0,0.2144,0.3041,0,0,train
001363,1363,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9538,25.0,5.5754,0.1042,0.1262,0.3515,2.7122,0.6354,0.4238,0.0,2.7627,4.0862,0.0011,0.2192,0.3501,10,4.9426,2.6557,0.223,0.3496,0.0,1,0,0.2144,0.3036,0,0,train
001364,1364,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9519,25.0,5.5738,0.1042,0.1234,0.4191,2.7148,0.6562,0.4078,0.0,2.7627,4.0862,0.0021,0.219,0.3427,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001365,1365,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.951,25.0,5.5731,0.1042,1.5285,0.5062,2.7119,0.6562,0.4052,0.0,2.7627,4.0862,0.0011,0.2192,0.3423,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001366,1366,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9485,25.0,5.571,0.1042,0.342,0.2672,2.7001,0.6562,0.4091,0.0,2.7627,4.0862,0.0033,0.22,0.3436,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001367,1367,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9471,25.0,5.5697,0.1042,0.3058,0.4144,2.7194,0.6458,0.3991,0.0,2.7627,4.0862,0.0014,0.2187,0.3428,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001368,1368,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9454,25.0,5.5684,0.1042,0.2257,0.4055,2.6969,0.625,0.4043,0.0,2.7627,4.0862,0.0021,0.2202,0.349,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001369,1369,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9441,25.0,5.5672,0.1042,0.0984,0.5032,2.7216,0.625,0.4039,0.0,2.7627,4.0862,0.0013,0.2186,0.3478,10,4.9426,2.6557,0.223,0.3499,0.0,1,0,0.2144,0.3039,0,0,train
001370,1370,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9426,25.0,5.5658,0.1042,0.127,0.5061,2.7362,0.6146,0.4054,0.0,2.7627,4.0862,0.0017,0.2176,0.3496,10,4.9483,2.6557,0.223,0.3499,0.0,1,0,0.2122,0.3032,0,0,train
001371,1371,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9627,25.0,5.5826,0.1042,0.1434,0.5028,2.6557,0.6458,0.4026,0.0,2.7627,4.0862,0.0241,0.223,0.3463,10,4.9468,2.6576,0.2228,0.3499,0.0,1,0,0.2128,0.3023,0,0,train
001372,1372,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9606,25.0,5.5806,0.1042,0.124,0.3405,2.7297,0.625,0.4052,0.0,2.7627,4.0862,0.0022,0.218,0.3478,10,4.9453,2.6576,0.2228,0.3499,0.0,1,0,0.2133,0.3024,0,0,train
001373,1373,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9593,25.0,5.5795,0.1042,0.1437,0.3404,2.7148,0.625,0.4048,0.0,2.7627,4.0862,0.0014,0.219,0.3483,10,4.9435,2.6576,0.2228,0.3499,0.0,1,0,0.214,0.3026,0,0,train
001374,1374,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9574,25.0,5.5779,0.1042,0.1272,0.3383,2.7098,0.6146,0.4013,0.0,2.7627,4.0862,0.0022,0.2193,0.3499,10,4.9424,2.6552,0.223,0.3507,0.0,1,0,0.2145,0.3049,0,0,train
001375,1375,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9567,25.0,5.5774,0.1042,0.0994,0.4986,2.7232,0.6354,0.4095,0.0,2.7627,4.0862,0.0014,0.2185,0.3468,10,4.9405,2.6552,0.223,0.3507,0.0,1,0,0.2152,0.3052,0,0,train
001376,1376,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9565,25.0,5.5772,0.1042,0.0738,0.2704,2.6576,0.6458,0.4108,0.0,2.7627,4.0862,0.0002,0.2228,0.3478,10,4.9396,2.6552,0.223,0.3507,0.0,1,0,0.2155,0.3053,0,0,train
001377,1377,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9536,25.0,5.5745,0.1042,0.1379,0.5078,2.7168,0.6458,0.4009,0.0,2.7627,4.0862,0.0035,0.2189,0.3433,10,4.9377,2.6552,0.223,0.3507,0.0,1,0,0.2163,0.3055,0,0,train
001378,1378,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9522,25.0,5.5734,0.1042,1.5444,0.5047,2.7212,0.6458,0.4047,0.0,2.7627,4.0862,0.0011,0.2186,0.3438,10,4.937,2.6552,0.223,0.3507,0.0,1,0,0.2165,0.3056,0,0,train
001379,1379,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9504,25.0,5.5718,0.1042,0.333,0.2713,2.6928,0.6354,0.4054,0.0,2.7627,4.0862,0.0019,0.2205,0.3473,10,4.936,2.6552,0.223,0.3507,0.0,1,0,0.2169,0.3057,0,0,train
001380,1380,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9483,25.0,5.5701,0.1042,0.2402,0.3444,2.7124,0.6562,0.4074,0.0,2.7627,4.0862,0.0031,0.2192,0.3427,10,4.936,2.6552,0.223,0.3507,0.0,1,0,0.2169,0.3057,0,0,train
001381,1381,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9468,25.0,5.5687,0.1042,0.2499,0.0114,2.7067,0.625,0.4056,0.0,2.7627,4.0862,0.0015,0.2196,0.3488,10,4.936,2.6552,0.223,0.3507,0.0,1,0,0.2169,0.3057,0,0,train
001382,1382,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9453,25.0,5.5674,0.1042,0.1219,0.3448,2.7054,0.625,0.408,0.0,2.7627,4.0862,0.0027,0.2196,0.3494,10,4.936,2.6552,0.223,0.3507,0.0,1,0,0.2169,0.3057,0,0,train
001383,1383,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9435,25.0,5.5659,0.1042,0.3126,0.5063,2.659,0.6458,0.4054,0.0,2.7627,4.0862,0.0017,0.2227,0.3467,10,4.936,2.6552,0.223,0.3507,0.0,1,0,0.2169,0.3057,0,0,train
001384,1384,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9424,25.0,5.5651,0.1042,0.1429,0.3414,2.6552,0.625,0.4039,0.0,2.7627,4.0862,0.001,0.223,0.3507,10,4.936,2.6932,0.2205,0.3503,0.0,1,0,0.2169,0.2842,0,0,train
001385,1385,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9405,25.0,5.5633,0.1042,0.1345,0.2703,2.6932,0.6562,0.4058,0.0,2.7627,4.0862,0.0022,0.2205,0.3432,10,4.936,2.6943,0.2204,0.3503,0.0,1,0,0.2169,0.2836,0,0,train
001386,1386,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9396,25.0,5.5623,0.1042,0.241,0.3429,2.7146,0.6354,0.4054,0.0,2.7627,4.0862,0.001,0.219,0.3464,10,4.936,2.6901,0.2207,0.3503,0.0,1,0,0.2169,0.2859,0,0,train
001387,1387,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9377,25.0,5.5608,0.1042,0.1293,0.5027,2.7257,0.6354,0.4039,0.0,2.7627,4.0862,0.0018,0.2183,0.3456,10,4.936,2.6901,0.2207,0.3503,0.0,1,0,0.2169,0.2859,0,0,train
001388,1388,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.937,25.0,5.5605,0.1042,0.3334,0.2728,2.7107,0.6354,0.4061,0.0,2.7627,4.0862,0.0013,0.2193,0.3467,10,4.936,2.6901,0.2207,0.3503,0.0,1,0,0.2169,0.2859,0,0,train
001389,1389,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.936,25.0,5.5593,0.1042,0.1167,0.3483,2.6943,0.6354,0.406,0.0,2.7627,4.0862,0.0019,0.2204,0.3474,10,4.9519,2.6901,0.2207,0.3503,0.0,1,0,0.2108,0.2841,0,0,train
001390,1390,warehouse_main,warehouse_main_chunk_0027,warehouse_aisle,2,0,0,1,1,4.9627,25.0,5.5826,0.1042,0.3224,0.3438,2.7182,0.6146,0.4048,0.0,2.7627,4.0862,0.0316,0.2188,0.3503,9,4.9519,2.6901,0.2207,0.3487,0.0,1,0,0.2108,0.2825,0,0,train
001400,1400,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.952,25.0,5.5736,0.1042,0.0733,0.2717,2.7,0.6458,0.4063,0.0,2.7627,4.0862,0.0,0.22,0.3451,10,4.9437,2.6522,0.2232,0.3508,0.0,1,0,0.214,0.3066,0,0,train
001401,1401,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9511,25.0,5.5728,0.1042,0.2356,0.5076,2.6522,0.6458,0.4056,0.0,2.7627,4.0862,0.0011,0.2232,0.347,10,4.9437,2.6642,0.2224,0.3508,0.0,1,0,0.214,0.2999,0,0,train
001402,1402,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9496,25.0,5.5714,0.1042,0.1021,0.3454,2.721,0.6458,0.4048,0.0,2.7627,4.0862,0.0015,0.2186,0.3439,10,4.9437,2.6642,0.2224,0.3508,0.0,1,0,0.214,0.2999,0,0,train
001403,1403,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9483,25.0,5.5705,0.1042,0.1443,0.3403,2.728,0.6146,0.405,0.0,2.7627,4.0862,0.0017,0.2181,0.3499,10,4.9437,2.6525,0.2232,0.3508,0.0,1,0,0.214,0.3064,0,0,train
001404,1404,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9467,25.0,5.5692,0.1042,0.3282,0.4985,2.7303,0.625,0.4037,0.0,2.7627,4.0862,0.0025,0.218,0.3474,10,4.9437,2.6525,0.2232,0.3508,0.0,1,0,0.214,0.3064,0,0,train
001405,1405,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9467,25.0,5.5693,0.1042,0.1126,0.0617,2.6642,0.625,0.4063,0.0,2.7627,4.0862,0.0007,0.2224,0.3508,10,4.9437,2.6525,0.2232,0.3482,0.0,1,0,0.214,0.3038,0,0,train
001406,1406,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.946,25.0,5.5684,0.1042,0.1166,0.3474,2.6979,0.6458,0.4063,0.0,2.7627,4.0862,0.0012,0.2201,0.3452,10,4.9437,2.6525,0.2232,0.3482,0.0,1,0,0.214,0.3038,0,0,train
001407,1407,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9454,25.0,5.5682,0.1042,0.2808,0.3452,2.7246,0.6354,0.4058,0.0,2.7627,4.0862,0.0009,0.2184,0.346,10,4.9437,2.6525,0.2232,0.3482,0.0,1,0,0.214,0.3038,0,0,train
001408,1408,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9437,25.0,5.5669,0.1042,0.0131,0.4102,2.7262,0.6354,0.4056,0.0,2.7627,4.0862,0.0029,0.2183,0.3459,10,4.9544,2.6525,0.2232,0.3482,0.0,1,0,0.2098,0.3026,0,0,train
001409,1409,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9616,25.0,5.5817,0.1042,0.126,0.5153,2.73,0.625,0.4063,0.0,2.7627,4.0862,0.0223,0.218,0.348,10,4.9543,2.6525,0.2232,0.3482,0.0,1,0,0.2099,0.3026,0,0,train
001410,1410,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.961,25.0,5.5812,0.1042,0.1219,0.3448,2.7051,0.6354,0.4047,0.0,2.7627,4.0862,0.0005,0.2197,0.3466,10,4.9511,2.6525,0.2232,0.3482,0.0,1,0,0.2111,0.303,0,0,train
001411,1411,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9595,25.0,5.5797,0.1042,0.1428,0.4221,2.7108,0.6562,0.4035,0.0,2.7627,4.0862,0.0016,0.2193,0.342,10,4.9501,2.6525,0.2232,0.3482,0.0,1,0,0.2115,0.3031,0,0,train
001412,1412,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9583,25.0,5.5785,0.1042,0.3321,0.0113,2.7167,0.625,0.4045,0.0,2.7627,4.0862,0.0013,0.2189,0.3482,10,4.9501,2.652,0.2232,0.347,0.0,1,0,0.2115,0.3021,0,0,train
001413,1413,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9566,25.0,5.577,0.1042,0.1187,0.413,2.6525,0.6458,0.4008,0.0,2.7627,4.0862,0.003,0.2232,0.346,10,4.9484,2.652,0.2232,0.347,0.0,1,0,0.2122,0.3023,0,0,train
001414,1414,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9576,25.0,5.5781,0.1042,0.0162,0.4063,2.727,0.6354,0.4035,0.0,2.7627,4.0862,0.0025,0.2182,0.3455,10,4.9484,2.652,0.2232,0.347,0.0,1,0,0.2122,0.3023,0,0,train
001415,1415,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.956,25.0,5.5766,0.1042,0.1193,0.2239,2.6949,0.6458,0.4054,0.0,2.7627,4.0862,0.0019,0.2203,0.3451,10,4.9484,2.652,0.2232,0.347,0.0,1,0,0.2122,0.3023,0,0,train
001416,1416,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9554,25.0,5.5757,0.1042,0.3134,0.2708,2.6911,0.6354,0.4019,0.0,2.7627,4.0862,0.001,0.2206,0.3467,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001417,1417,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.955,25.0,5.5756,0.1042,0.3112,0.2735,2.726,0.6354,0.4048,0.0,2.7627,4.0862,0.0004,0.2183,0.3458,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001418,1418,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9544,25.0,5.5751,0.1042,0.3311,0.2726,2.7175,0.6354,0.4065,0.0,2.7627,4.0862,0.0014,0.2188,0.3465,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001419,1419,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9543,25.0,5.5749,0.1042,0.2755,0.3492,2.6883,0.6458,0.4022,0.0,2.7627,4.0862,0.001,0.2208,0.3448,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001420,1420,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9511,25.0,5.5723,0.1042,0.0979,0.2668,2.7001,0.6458,0.4026,0.0,2.7627,4.0862,0.004,0.22,0.3444,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001421,1421,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9501,25.0,5.5715,0.1042,0.2448,0.5018,2.6594,0.6458,0.4071,0.0,2.7627,4.0862,0.0009,0.2227,0.347,10,4.9484,2.652,0.2232,0.3485,0.0,1,0,0.2122,0.3038,0,0,train
001422,1422,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9502,25.0,5.5712,0.1042,0.2761,0.3484,2.652,0.6458,0.4056,0.0,2.7627,4.0862,0.0008,0.2232,0.347,10,4.9484,2.6556,0.223,0.3485,0.0,1,0,0.2122,0.3018,0,0,train
001423,1423,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9484,25.0,5.5699,0.1042,0.0969,0.4071,2.677,0.6458,0.4076,0.0,2.7627,4.0862,0.0022,0.2215,0.3464,10,4.949,2.6556,0.223,0.3485,0.0,1,0,0.2119,0.3018,0,0,train
001424,1424,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.949,25.0,5.5705,0.1042,0.2361,0.349,2.7128,0.6354,0.4067,0.0,2.7627,4.0862,0.0013,0.2191,0.3467,10,4.9501,2.6556,0.223,0.3485,0.0,1,0,0.2115,0.3016,0,0,train
001425,1425,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9501,25.0,5.5715,0.1042,0.0989,0.5034,2.7295,0.6458,0.4037,0.0,2.7627,4.0862,0.0011,0.218,0.3433,10,4.9648,2.6556,0.223,0.3485,0.0,1,0,0.2058,0.3,0,0,train
001426,1426,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9648,25.0,5.5846,0.1042,0.1193,0.3474,2.7152,0.625,0.4056,0.0,2.7627,4.0862,0.0174,0.219,0.3485,10,4.9666,2.6556,0.223,0.3471,0.0,1,0,0.2052,0.2983,0,0,train
001427,1427,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9666,25.0,5.5866,0.1042,0.1188,0.2653,2.7058,0.6458,0.406,0.0,2.7627,4.0862,0.0023,0.2196,0.3448,10,4.9666,2.6556,0.223,0.3471,0.0,1,0,0.2052,0.2983,0,0,train
001428,1428,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9667,25.0,5.5863,0.1042,0.1272,0.5143,2.7216,0.6354,0.4069,0.0,2.7627,4.0862,0.0017,0.2186,0.3464,10,4.9666,2.6556,0.223,0.3471,0.0,1,0,0.2052,0.2983,0,0,train
001429,1429,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9671,25.0,5.5867,0.1042,0.1119,0.5041,2.6982,0.6354,0.4054,0.0,2.7627,4.0862,0.001,0.2201,0.3471,10,4.9666,2.6556,0.223,0.3468,0.0,1,0,0.2052,0.298,0,0,train
001430,1430,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.968,25.0,5.5876,0.1042,0.1168,0.3486,2.6556,0.6562,0.4048,0.0,2.7627,4.0862,0.001,0.223,0.3446,10,4.9666,2.6629,0.2225,0.3502,0.0,1,0,0.2052,0.2974,0,0,train
001431,1431,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9666,25.0,5.5867,0.1042,0.1385,0.346,2.715,0.6458,0.4058,0.0,2.7627,4.0862,0.0041,0.219,0.3443,10,4.9674,2.622,0.2252,0.3502,0.0,1,0,0.2048,0.32,0,0,train
001432,1432,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9674,25.0,5.5877,0.1042,0.1,0.347,2.7112,0.6354,0.4043,0.0,2.7627,4.0862,0.0021,0.2193,0.3463,10,4.9684,2.6025,0.2265,0.3502,0.0,1,0,0.2045,0.3307,0,0,train
001433,1433,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9684,25.0,5.589,0.1042,0.1367,0.3505,2.6963,0.6458,0.4043,0.0,2.7627,4.0862,0.0042,0.2202,0.3449,10,4.9686,2.5757,0.2283,0.3502,0.0,1,0,0.2044,0.3456,0,0,train
001434,1434,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9688,25.0,5.5896,0.1042,0.0964,0.3507,2.7062,0.6354,0.406,0.0,2.7627,4.0862,0.0058,0.2196,0.3468,10,4.9686,2.573,0.2285,0.3502,0.0,1,0,0.2044,0.3471,0,0,train
001435,1435,warehouse_main,warehouse_main_chunk_0028,warehouse_aisle,2,0,0,1,1,4.9686,25.0,5.5897,0.1042,0.1142,0.3513,2.7146,0.6354,0.406,0.0,2.7627,4.0862,0.0091,0.219,0.3465,10,4.9697,2.5314,0.2312,0.3538,0.0,1,0,0.204,0.3736,0,0,train
